ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a Public School based table with the following filters applied: State(s) (All Years): All 50 + DC

School Name,State Name [Public School] Latest available year,State Name [Public School] 2016-17,School ID (12-digit) - NCES Assigned [Public School] Latest available year,Location City [Public School] 2016-17,Location State Abbr [Public School] 2016-17,Location ZIP [Public School] 2016-17,Grade 12 offered [Public School] 2016-17,Grade 11 offered [Public School] 2016-17,Pupil/Teacher Ratio [Public School] 2016-17
SUNLAND ELEMENTARY SCHOOL,Arizona,ARIZONA,040708000609,Phoenix,AZ ,85041,2-No,2-No,22.03
SUNLAND PARK ACADEMY,Florida,FLORIDA,120018000189,FORT LAUDERDALE,FL ,33311,2-No,2-No,15.32
SUNLAND PARK ELEMENTARY,New Mexico,NEW MEXICO,350108000626,SUNLAND PARK,NM ,88063,2-No,2-No,12.33
SUNMAN ELEMENTARY SCHOOL,Indiana,INDIANA,181119001805,Sunman,IN ,47041,2-No,2-No,14.74
SUNMOUNT DEVELOPMENTAL CENTER,NEW YORK,NEW YORK,360094706500,TUPPER LAKE,NY ,12986,2-No,2-No,†
SUNNY BRAE AVENUE ELEMENTARY,California,CALIFORNIA,062271003380,Winnetka,CA ,91306,2-No,2-No,22.28
SUNNY BRAE MIDDLE,California,CALIFORNIA,060300000236,Arcata,CA ,95521,2-No,2-No,16.63
SUNNY HEIGHTS ELEMENTARY SCHOOL,Indiana,INDIANA,181236001971,Indianapolis,IN ,46229,2-No,2-No,21.09
SUNNY HILL ELEM SCHOOL,Illinois,ILLINOIS,170505000193,Carpentersville,IL ,60110,2-No,2-No,10.66
SUNNY HILLS ELEMENTARY,Washington,WASHINGTON,530375000581,SAMMAMISH,WA ,98075,2-No,2-No,18.45
SUNNY HILLS HIGH,California,CALIFORNIA,061476001815,Fullerton,CA ,92833,1-Yes,1-Yes,32.21
SUNNY POINTE ELEM.,Missouri,MISSOURI,290531002737,BLUE SPRINGS,MO ,64015,2-No,2-No,17.07
SUNNY SANDS ELEMENTARY,California,CALIFORNIA,062955009603,Cathedral City,CA ,92234,2-No,2-No,24.77
SUNNY SLOPE ELEMENTARY SCHOOL,Nebraska,NEBRASKA,317482001437,OMAHA,NE ,68164,2-No,2-No,14.47
SUNNY VIEW ELEMENTARY SCHOOL,North Carolina,NORTH CAROLINA,370372001513,Mill Spring,NC ,28756,2-No,2-No,11.18
SUNNY WOLF CHARTER SCHOOL,Oregon,OREGON,410690001797,Wolf Creek,OR ,97497,2-No,2-No,15.50
SUNNYBRAE ELEMENTARY,California,CALIFORNIA,063492005917,San Mateo,CA ,94402,2-No,2-No,22.76
SUNNYBRAE ELEMENTARY SCHOOL,New Jersey,NEW JERSEY,340654003126,HAMILTON,NJ ,08620,2-No,2-No,12.65
SUNNYCREST ELEMENTARY SCHOOL,Washington,WASHINGTON,530282000450,KENT,WA ,98032,2-No,2-No,16.83
SUNNYCREST ELEMENTARY SCHOOL,Washington,WASHINGTON,530420000655,Lake Stevens,WA ,98258,2-No,2-No,21.59
SUNNYDALE ELEM SCHOOL,Illinois,ILLINOIS,171371001702,Streamwood,IL ,60107,2-No,2-No,16.62
SUNNYDALE ELEMENTARY,California,CALIFORNIA,062088002514,Lancaster,CA ,93534,2-No,2-No,24.42
SUNNYLAND ELEMENTARY SCHOOL,Washington,WASHINGTON,530042000116,Bellingham,WA ,98226,2-No,2-No,15.93
SUNNYMEAD ELEMENTARY,California,CALIFORNIA,062580003870,Moreno Valley,CA ,92553,2-No,2-No,25.71
SUNNYMEAD ELEMENTARY SCHOOL,New Jersey,NEW JERSEY,340723005228,HILLSBOROUGH,NJ ,08844,2-No,2-No,11.34
SUNNYMEAD MIDDLE,California,CALIFORNIA,062580009585,Moreno Valley,CA ,92553,2-No,2-No,24.91
SUNNYMEADOWS ELEMENTARY,California,CALIFORNIA,062580008167,Moreno Valley,CA ,92553,2-No,2-No,25.22
SUNNYMEDE ELEMENTARY SCHOOL,Arkansas,ARKANSAS,050633000375,FORT SMITH,AR ,72904,2-No,2-No,15.74
SUNNYSIDE ELEM,Kansas,KANSAS,200558001093,Dodge City,KS ,67801,2-No,2-No,17.83
SUNNYSIDE ELEMENTARY,Virginia,VIRGINIA,510117000418,Mckenney,VA ,23872,2-No,2-No,14.19
SUNNYSIDE ELEMENTARY,Minnesota,MINNESOTA,272295001128,NEW BRIGHTON,MN ,55112,2-No,2-No,14.05
SUNNYSIDE ELEMENTARY,Minnesota,MINNESOTA,273048001297,RED WING,MN ,55066,2-No,2-No,15.62
SUNNYSIDE ELEMENTARY,California,CALIFORNIA,061488001883,Garden Grove,CA ,92844,2-No,2-No,26.52
SUNNYSIDE ELEMENTARY,Washington,WASHINGTON,530486000740,Marysville,WA ,98270,2-No,2-No,19.32
SUNNYSIDE ELEMENTARY,North Carolina,NORTH CAROLINA,370001100440,Fayetteville,NC ,28312,2-No,2-No,14.42
SUNNYSIDE ELEMENTARY,Washington,WASHINGTON,530693001021,Pullman,WA ,99163,2-No,2-No,21.02
SUNNYSIDE ELEMENTARY,California,CALIFORNIA,063843006455,Strathmore,CA ,93267,2-No,2-No,19.29
SUNNYSIDE ELEMENTARY,Wisconsin,WISCONSIN,551233001601,Sobieski,WI ,54171,2-No,2-No,13.10
SUNNYSIDE ELEMENTARY,California,CALIFORNIA,060861000878,Bonita,CA ,91902,2-No,2-No,21.71
SUNNYSIDE ELEMENTARY,California,CALIFORNIA,063441005672,San Francisco,CA ,94112,2-No,2-No,28.74
SUNNYSIDE ELEMENTARY SCHOOL,Iowa,IOWA,190579000194,Burlington,IA ,52601,2-No,2-No,14.47
SUNNYSIDE ELEMENTARY SCHOOL,North Dakota,NORTH DAKOTA,381303000449,Minot,ND ,58701,2-No,2-No,12.54
SUNNYSIDE ELEMENTARY SCHOOL,Delaware,DELAWARE,100162000216,Smyrna,DE ,19977,2-No,2-No,15.34
SUNNYSIDE ELEMENTARY SCHOOL,Colorado,COLORADO,080348000457,DURANGO,CO ,81303,2-No,2-No,13.75
SUNNYSIDE ELEMENTARY SCHOOL,Indiana,INDIANA,180744001289,New Castle,IN ,47362,2-No,2-No,12.42
SUNNYSIDE ELEMENTARY SCHOOL,Iowa,IOWA,192640001530,Sioux City,IA ,51106,2-No,2-No,17.24
SUNNYSIDE ELEMENTARY SCHOOL,Kansas,KANSAS,201014001541,Olathe,KS ,66062,2-No,2-No,16.61
SUNNYSIDE ELEMENTARY SCHOOL,Indiana,INDIANA,180567001066,Indianapolis,IN ,46236,2-No,2-No,18.53
SUNNYSIDE ELEMENTARY SCHOOL,Idaho,IDAHO,160153000725,IDAHO FALLS,ID ,83404,2-No,2-No,23.77
SUNNYSIDE ELEMENTARY SCHOOL,Oregon,OREGON,410883000086,Clackamas,OR ,97015,2-No,2-No,21.12
SUNNYSIDE ENVIRONMENTAL SCHOOL,Oregon,OREGON,411004000941,Portland,OR ,97214,2-No,2-No,20.81
SUNNYSIDE HIGH,California,CALIFORNIA,061455007963,Fresno,CA ,93727,1-Yes,1-Yes,24.87
SUNNYSIDE HIGH SCHOOL,Washington,WASHINGTON,530867001449,Sunnyside,WA ,98944,1-Yes,1-Yes,23.13
SUNNYSIDE HIGH SCHOOL,Arizona,ARIZONA,040817000743,Tucson,AZ ,85706,1-Yes,1-Yes,22.89
SUNNYSIDE INTERMEDIATE SCHOOL,Illinois,ILLINOIS,170600000282,Berkeley,IL ,60163,2-No,2-No,18.15
SUNNYSIDE ONLINE SUCCESS ACADEMY,Arizona,ARIZONA,040817003316,Tucson,AZ ,85706,1-Yes,1-Yes,†
SUNNYSIDE SCHOOL,Connecticut,CONNECTICUT,090405000003,Shelton,CT ,06484,2-No,2-No,12.73
SUNNYSIDE SCHOOL,Montana,MONTANA,301304000376,Great Falls,MT ,59405,2-No,2-No,16.63
SUNNYSIDE SCHOOL,Montana,MONTANA,301356000410,Havre,MT ,59501,2-No,2-No,16.79
SUNNYSLOPE ELEMENTARY,California,CALIFORNIA,061734002182,Hollister,CA ,95023,2-No,2-No,23.82
SUNNYSLOPE ELEMENTARY,California,CALIFORNIA,063738006325,San Diego,CA ,92154,2-No,2-No,24.23
SUNNYSLOPE ELEMENTARY,California,CALIFORNIA,061926009381,Jurupa Valley,CA ,92509,2-No,2-No,21.86
SUNNYSLOPE ELEMENTARY SCHOOL,Arizona,ARIZONA,040906000944,Phoenix,AZ ,85020,2-No,2-No,18.67
SUNNYSLOPE ELEMENTARY SCHOOL,Washington,WASHINGTON,530966001637,WENATCHEE,WA ,98801,2-No,2-No,17.36
SUNNYSLOPE ELEMENTARY SCHOOL,Oregon,OREGON,411071000296,Roseburg,OR ,97471,2-No,2-No,15.88
SUNNYSLOPE ELEMENTARY SCHOOL,Washington,WASHINGTON,530816001803,PORT ORCHARD,WA ,98367,2-No,2-No,20.26
SUNNYSLOPE HIGH SCHOOL,Arizona,ARIZONA,040345000281,Phoenix,AZ ,85021,1-Yes,1-Yes,22.95
SUNNYVALE EL,Texas,TEXAS,484188004775,SUNNYVALE,TX ,75182,2-No,2-No,17.26
SUNNYVALE H S,Texas,TEXAS,484188011997,SUNNYVALE,TX ,75182,1-Yes,1-Yes,12.90
SUNNYVALE MIDDLE,California,CALIFORNIA,063846006465,Sunnyvale,CA ,94087,2-No,2-No,22.19
SUNNYVALE MIDDLE,Texas,TEXAS,484188011203,SUNNYVALE,TX ,75182,2-No,2-No,16.08
SUNNYVIEW PRIMARY,Tennessee,TENNESSEE,470222000761,Knoxville,TN ,37924,2-No,2-No,11.30
SUNOL GLEN ELEMENTARY,California,CALIFORNIA,060002109291,Sunol,CA ,94586,2-No,2-No,20.55
SUNQUAM ELEMENTARY SCHOOL,New York,NEW YORK,361329004246,MELVILLE,NY ,11747,2-No,2-No,14.29
SUNRAY EL,Texas,TEXAS,484191004776,SUNRAY,TX ,79086,2-No,2-No,13.50
SUNRAY ELEMENTARY SCHOOL,Florida,FLORIDA,120153004422,HOLIDAY,FL ,34690,2-No,2-No,13.20
SUNRAY H S,Texas,TEXAS,484191004777,SUNRAY,TX ,79086,1-Yes,1-Yes,8.71
SUNRAY MIDDLE,Texas,TEXAS,484191008885,SUNRAY,TX ,79086,2-No,2-No,9.97
SUNRIDGE CHARTER,California,CALIFORNIA,064023010687,Sebastopol,CA ,95472,2-No,2-No,25.36
SUNRIDGE ELEMENTARY,Florida,FLORIDA,120144007743,WINTER GARDEN,FL ,34787,2-No,2-No,16.11
SUNRIDGE ELEMENTARY SCHOOL,Arizona,ARIZONA,040306001159,Phoenix,AZ ,85043,2-No,2-No,17.37
SUNRIDGE LEARNING CENTER,Arizona,ARIZONA,040497000555,Mesa,AZ ,85210,–,–,†
SUNRIDGE MIDDLE,Florida,FLORIDA,120144008196,WINTER GARDEN,FL ,34787,2-No,2-No,18.18
SUNRIDGE MIDDLE SCHOOL,Oregon,OREGON,410951001327,Pendleton,OR ,97801,2-No,2-No,21.84
SUNRISE (SPECIAL EDUCATION),California,CALIFORNIA,062637003966,Concord,CA ,94519,2-No,2-No,6.50
SUNRISE - MCMILLAN EL,Texas,TEXAS,481970001917,FORT WORTH,TX ,76119,2-No,2-No,16.81
SUNRISE ACADEMY,Kentucky,KENTUCKY,210144000646,Danville,KY ,40422,1-Yes,1-Yes,8.44
SUNRISE ACADEMY,Michigan,MICHIGAN,261305008321,ELK RAPIDS,MI ,49629,1-Yes,1-Yes,25.00
SUNRISE ACRES ES,Nevada,NEVADA,320006000102,Las Vegas,NV ,89101,2-No,2-No,15.76
SUNRISE CHILDREN'S SERVICES - MOREHEAD,Kentucky,KENTUCKY,210510002300,Morehead,KY ,40351,1-Yes,1-Yes,9.00
SUNRISE DRIVE ELEMENTARY SCHOOL,New York,NEW YORK,362592003559,SAYVILLE,NY ,11782,2-No,2-No,14.03
SUNRISE DRIVE ELEMENTARY SCHOOL,Arizona,ARIZONA,040176000117,Tucson,AZ ,85718,2-No,2-No,17.61
SUNRISE EARLY LEARNING CENTER,Wisconsin,WISCONSIN,550870002838,Marinette,WI ,54143,2-No,2-No,15.39
SUNRISE EL,Texas,TEXAS,480813000180,AMARILLO,TX ,79104,2-No,2-No,13.70
SUNRISE EL SCH,Pennsylvania,PENNSYLVANIA,421866006187,Irwin,PA ,15642,2-No,2-No,13.76
SUNRISE ELEM.,Missouri,MISSOURI,292648001878,RICHMOND,MO ,64085,2-No,2-No,14.71
SUNRISE ELEM.,Missouri,MISSOURI,292982002060,DESOTO,MO ,63020,2-No,2-No,12.52
SUNRISE ELEMENTARY,Florida,FLORIDA,120144003220,ORLANDO,FL ,32828,2-No,2-No,14.18
SUNRISE ELEMENTARY,New Mexico,NEW MEXICO,350108000905,ANTHONY,NM ,88021,2-No,2-No,12.93
SUNRISE ELEMENTARY,New Mexico,NEW MEXICO,350150000730,LAS CRUCES,NM ,88001,2-No,2-No,17.48
SUNRISE ELEMENTARY,California,CALIFORNIA,062271008158,Los Angeles,CA ,90023,2-No,2-No,19.55
SUNRISE ELEMENTARY,Wisconsin,WISCONSIN,550747000732,Appleton,WI ,54915,2-No,2-No,15.25
SUNRISE ELEMENTARY,Wyoming,WYOMING,560198000396,Cheyenne,WY ,82001,2-No,2-No,14.53
SUNRISE ELEMENTARY,Washington,WASHINGTON,530000100478,Enumclaw,WA ,98022,2-No,2-No,17.77
SUNRISE ELEMENTARY,California,CALIFORNIA,061233012101,Rancho Cordova,CA ,95742,2-No,2-No,24.41
SUNRISE ELEMENTARY,Arizona,ARIZONA,040150002184,Bullhead City,AZ ,86429,2-No,2-No,17.57
SUNRISE ELEMENTARY,Wisconsin,WISCONSIN,551461001895,Sturgeon Bay,WI ,54235,2-No,2-No,14.14
SUNRISE ELEMENTARY,Washington,WASHINGTON,530591001993,Redmond,WA ,98052,2-No,2-No,18.73
SUNRISE ELEMENTARY,Washington,WASHINGTON,530111001827,Spokane Valley,WA ,99206,2-No,2-No,18.66
SUNRISE ELEMENTARY,Washington,WASHINGTON,530696001041,Puyallup,WA ,98374,2-No,2-No,18.53
SUNRISE ELEMENTARY SCHOOL,Oregon,OREGON,410112000673,Albany,OR ,97322,2-No,2-No,15.65
SUNRISE ELEMENTARY SCHOOL,Colorado,COLORADO,080291001378,AURORA,CO ,80013,2-No,2-No,17.64
SUNRISE ELEMENTARY SCHOOL,North Dakota,NORTH DAKOTA,380001400850,Bismarck,ND ,58503,2-No,2-No,16.34
SUNRISE ELEMENTARY SCHOOL,Washington,WASHINGTON,530396000706,Kent,WA ,98042,2-No,2-No,19.66
SUNRISE ELEMENTARY SCHOOL,Colorado,COLORADO,080648001418,COLORADO SPRINGS,CO ,80911,2-No,2-No,20.95
SUNRISE ELEMENTARY SCHOOL,Florida,FLORIDA,120126002765,OCALA,FL ,34473,2-No,2-No,15.65
SUNRISE ELEMENTARY SCHOOL,Florida,FLORIDA,120147005656,KISSIMMEE,FL ,34746,2-No,2-No,14.63
SUNRISE ELEMENTARY SCHOOL,Idaho,IDAHO,160291000508,SHELLEY,ID ,83274,2-No,2-No,25.05
SUNRISE ELEMENTARY SCHOOL,Arizona,ARIZONA,040775001048,Phoenix,AZ ,85053,2-No,2-No,13.99
SUNRISE ELEMENTARY SCHOOL,Florida,FLORIDA,120015004246,PALM BAY,FL ,32909,2-No,2-No,14.48
SUNRISE ELEMENTARY SCHOOL,Arizona,ARIZONA,040960002567,Yuma,AZ ,85367,2-No,2-No,20.41
SUNRISE ELEMENTARY SCHOOL,Florida,FLORIDA,120192001208,DELTONA,FL ,32738,2-No,2-No,12.52
SUNRISE HIGH (CONTINUATION),California,CALIFORNIA,062610002661,Campo,CA ,91906,1-Yes,1-Yes,11.33
SUNRISE HIGH (CONTINUATION),California,CALIFORNIA,063227007337,Avenal,CA ,93204,1-Yes,1-Yes,22.00
SUNRISE HIGH SCHOOL,Florida,FLORIDA,120018007917,FT LAUDERDALE,FL ,33311,1-Yes,1-Yes,32.27
SUNRISE HIGH SCHOOL,Utah,UTAH,490009000707,BRIGHAM CITY,UT ,84302,1-Yes,1-Yes,12.28
SUNRISE INTERMEDIATE (HOLMES),CONNECTICUT,CONNECTICUT,090267001863,New Britain,CT ,06053,2-No,2-No,0.35
SUNRISE MIDDLE,CALIFORNIA,CALIFORNIA,069103512865,San Jose,CA ,95116,2-No,2-No,23.21
SUNRISE MIDDLE SCHOOL,Florida,FLORIDA,120018000161,FORT LAUDERDALE,FL ,33304,2-No,2-No,16.68
SUNRISE MIDDLE SCHOOL,Arizona,ARIZONA,040593001136,Scottsdale,AZ ,85254,2-No,2-No,20.04
SUNRISE MIDDLE SCHOOL,Nebraska,NEBRASKA,317239000425,KEARNEY,NE ,68847,2-No,2-No,14.78
SUNRISE MOUNTAIN EL,Texas,TEXAS,481830005985,EL PASO,TX ,79904,2-No,2-No,16.40
SUNRISE MOUNTAIN HIGH SCHOOL,Arizona,ARIZONA,040625000589,Peoria,AZ ,85382,1-Yes,1-Yes,21.38
SUNRISE MOUNTAIN HS,Nevada,NEVADA,320006000777,Las Vegas,NV ,89156,1-Yes,1-Yes,24.94
SUNRISE PARK AREA LEARNING CENTER,Minnesota,MINNESOTA,274236003162,WHITE BEAR LAKE,MN ,55110,2-No,2-No,50.00
SUNRISE PARK ELEMENTARY SCHOOL,Florida,FLORIDA,120150003759,BOCA RATON,FL ,33498,2-No,2-No,14.31
SUNRISE PARK MIDDLE,Minnesota,MINNESOTA,274236001049,WHITE BEAR LAKE,MN ,55110,2-No,2-No,17.26
SUNRISE POINT ELEMENTARY,Kansas,KANSAS,201200001841,Overland Park,KS ,66224,2-No,2-No,13.06
SUNRISE PRE-SCHOOL,California,CALIFORNIA,062970013461,Palos Verdes Estates,CA ,90274,–,–,–
SUNRISE PRESCHOOL,Utah,UTAH,490081001233,PROVO,UT ,84606,2-No,2-No,20.19
SUNRISE PRIMARY (CHAMBERLAIN),CONNECTICUT,CONNECTICUT,090267001835,New Britain,CT ,06051,2-No,2-No,8.00
SUNRISE RIDGE INTERMEDIATE,Utah,UTAH,490114001300,SAINT GEORGE,UT ,84790,2-No,2-No,26.78
SUNRISE RIVER ELEMENTARY SCHOOL,Minnesota,MINNESOTA,272382003514,NORTH BRANCH,MN ,55056,2-No,2-No,15.86
SUNRISE SCHOOL,Utah,UTAH,490014200326,SANDY,UT ,84092,2-No,2-No,23.22
SUNRISE SCHOOL,Utah,UTAH,490012000882,SMITHFIELD,UT ,84335,2-No,2-No,28.19
SUNRISE VALLEY ELEMENTARY,Virginia,VIRGINIA,510126000571,Reston,VA ,20191,2-No,2-No,15.52
SUNSET,California,CALIFORNIA,061632502066,La Puente,CA ,91744,2-No,2-No,8.00
SUNSET,California,CALIFORNIA,064113006783,Bakersfield,CA ,93307,2-No,2-No,18.81
SUNSET ACRES ELEMENTARY SCHOOL,Louisiana,LOUISIANA,220030000202,Shreveport,LA ,71108,2-No,2-No,16.97
SUNSET AVENUE ELEMENTARY,North Carolina,NORTH CAROLINA,370093003029,Clinton,NC ,28328,2-No,2-No,17.88
SUNSET BEACH ELEMENTARY SCHOOL,Hawaii,HAWAII,150003000024,Haleiwa,HI ,96712,2-No,2-No,16.59
SUNSET CANYON SCHOOL,Arizona,ARIZONA,040593001869,Phoenix,AZ ,85050,2-No,2-No,16.67
SUNSET COLONY ELEMENTARY - 04,South Dakota,SOUTH DAKOTA,460004101143,Britton,SD ,57430,2-No,2-No,13.50
SUNSET COLONY HIGH SCHOOL - 06,SOUTH DAKOTA,SOUTH DAKOTA,460004101364,Britton,SD ,57430,1-Yes,1-Yes,7.50
SUNSET EL,Texas,TEXAS,481761001520,DUMAS,TX ,79029,2-No,2-No,13.39
SUNSET ELEM,Kansas,KANSAS,201137000517,Salina,KS ,67401,2-No,2-No,12.84
SUNSET ELEM,IOWA,IOWA,190762002231,Clear Lake,IA ,50428,2-No,2-No,30.67
SUNSET ELEMENTARY,California,CALIFORNIA,063522005966,San Ysidro,CA ,92173,2-No,2-No,24.67
SUNSET ELEMENTARY,New Mexico,NEW MEXICO,350030000175,CARLSBAD,NM ,88220,2-No,2-No,17.38
SUNSET ELEMENTARY,Kansas,KANSAS,200996002010,Newton,KS ,67114,2-No,2-No,12.13
SUNSET ELEMENTARY,Wyoming,WYOMING,560207000521,Cody,WY ,82414,2-No,2-No,11.23
SUNSET ELEMENTARY,New Mexico,NEW MEXICO,350225000523,ROSWELL,NM ,88203,2-No,2-No,17.59
SUNSET ELEMENTARY,California,CALIFORNIA,063441006556,San Francisco,CA ,94116,2-No,2-No,21.40
SUNSET ELEMENTARY,California,CALIFORNIA,061632502065,La Puente,CA ,91744,2-No,2-No,24.89
SUNSET ELEMENTARY,California,CALIFORNIA,062211002635,Livermore,CA ,94550,2-No,2-No,25.65
SUNSET ELEMENTARY,Maryland,MARYLAND,240006000134,Pasadena,MD ,21122,2-No,2-No,16.91
SUNSET ELEMENTARY,California,CALIFORNIA,064098008669,Oak View,CA ,93022,2-No,2-No,24.15
SUNSET ELEMENTARY,California,CALIFORNIA,061455001769,Fresno,CA ,93706,2-No,2-No,22.23
SUNSET ELEMENTARY,California,CALIFORNIA,060912000931,Coalinga,CA ,93210,2-No,2-No,31.21
SUNSET ELEMENTARY,Washington,WASHINGTON,530123000227,AIRWAY HEIGHTS,WA ,99001,2-No,2-No,15.21
SUNSET ELEMENTARY,Wisconsin,WISCONSIN,551461001896,Sturgeon Bay,WI ,54235,2-No,2-No,10.19
SUNSET ELEMENTARY,Washington,WASHINGTON,530375002307,BELLEVUE,WA ,98008,2-No,2-No,18.91
SUNSET ELEMENTARY SCHOOL,Colorado,COLORADO,080573000983,CRAIG,CO ,81625,2-No,2-No,18.33
SUNSET ELEMENTARY SCHOOL,Georgia,GEORGIA,130138000594,Moultrie,GA ,31768,2-No,2-No,15.90
SUNSET ELEMENTARY SCHOOL,Tennessee,TENNESSEE,470453002097,Brentwood,TN ,37027,2-No,2-No,16.36
SUNSET ELEMENTARY SCHOOL,Oregon,OREGON,410630001094,Hermiston,OR ,97838,2-No,2-No,19.06
SUNSET ELEMENTARY SCHOOL,Washington,WASHINGTON,530270000427,Vancouver,WA ,98662,2-No,2-No,17.00
SUNSET ELEMENTARY SCHOOL,Florida,FLORIDA,120039000523,MIAMI,FL ,33143,2-No,2-No,14.63
SUNSET ES,Oklahoma,OKLAHOMA,400300000053,Anadarko,OK ,73005,2-No,2-No,16.10
SUNSET ES,Oklahoma,OKLAHOMA,401059000482,Edmond,OK ,73003,2-No,2-No,17.01
SUNSET H S,Texas,TEXAS,481623001367,DALLAS,TX ,75208,1-Yes,1-Yes,16.31
SUNSET HEIGHTS ELEMENTARY SCHOOL,ARIZONA,ARIZONA,040625003441,Peoria,AZ ,85382,2-No,2-No,21.01
SUNSET HEIGHTS ELEMENTARY SCHOOL,Iowa,IOWA,193063001763,Webster City,IA ,50595,2-No,2-No,14.18
SUNSET HEIGHTS SCHOOL,New Hampshire,NEW HAMPSHIRE,330498000326,Nashua,NH ,03060,2-No,2-No,13.71
SUNSET HIGH,California,CALIFORNIA,061077001200,Crescent City,CA ,95531,1-Yes,1-Yes,15.73
SUNSET HIGH (CONTINUATION),California,CALIFORNIA,063438005578,Encinitas,CA ,92024,1-Yes,1-Yes,14.38
SUNSET HIGH SCHOOL,Oregon,OREGON,410192001241,Portland,OR ,97229,1-Yes,1-Yes,22.32
SUNSET HILL ELEM,Kansas,KANSAS,200840001373,Lawrence,KS ,66049,2-No,2-No,15.57
SUNSET HILL ELEMENTARY,Minnesota,MINNESOTA,274216001763,PLYMOUTH,MN ,55441,2-No,2-No,15.21
SUNSET HILL ELEMENTARY TARGET SEVCS,Minnesota,†,274216003738,†,†,†,†,†,†
SUNSET HILLS ELEMENTARY,New Mexico,NEW MEXICO,350003000004,ALAMOGORDO,NM ,88310,2-No,2-No,18.71
SUNSET HILLS ELEMENTARY,Arizona,ARIZONA,040269002481,Surprise,AZ ,85379,2-No,2-No,22.72
SUNSET HILLS ELEMENTARY,California,CALIFORNIA,063153004896,San Diego,CA ,92129,2-No,2-No,22.86
SUNSET HILLS ELEMENTARY SCHOOL,Nebraska,NEBRASKA,317866001718,OMAHA,NE ,68124,2-No,2-No,17.07
SUNSET HILLS ELEMENTARY SCHOOL,Florida,FLORIDA,120156001690,TARPON SPRINGS,FL ,34689,2-No,2-No,15.79
SUNSET JR HIGH,Utah,UTAH,490021000145,SUNSET,UT ,84015,2-No,2-No,27.13
SUNSET LAKE ELEMENTARY SCHOOL,Michigan,MICHIGAN,263495007063,VICKSBURG,MI ,49097,2-No,2-No,17.48
SUNSET LAKES ELEMENTARY SCHOOL,Florida,FLORIDA,120018003816,MIRAMAR,FL ,33029,2-No,2-No,15.80
SUNSET LANE ELEMENTARY,California,CALIFORNIA,061473001805,Fullerton,CA ,92833,2-No,2-No,30.60
SUNSET MIDDLE SCHOOL,Colorado,COLORADO,080537000908,LONGMONT,CO ,80501,2-No,2-No,16.83
SUNSET MIDDLE SCHOOL,Louisiana,LOUISIANA,220156001213,Sunset,LA ,70584,2-No,2-No,20.89
SUNSET MIDDLE SCHOOL,Tennessee,TENNESSEE,470453002098,Brentwood,TN ,37027,2-No,2-No,12.19
SUNSET PALMS ELEMENTARY SCHOOL,Florida,FLORIDA,120150007561,BOYNTON BEACH,FL ,33472,2-No,2-No,14.79
SUNSET PARK AVENUES ELEMENTARY SCHOOL,New York,NEW YORK,360009206407,BROOKLYN,NY ,11232,2-No,2-No,11.72
SUNSET PARK CENTER FOR ACCELERATED STUDIES,South Carolina,SOUTH CAROLINA,450387001141,Rock Hill,SC ,29730,2-No,2-No,16.40
SUNSET PARK ELEMENTARY,North Carolina,NORTH CAROLINA,370333001390,Wilmington,NC ,28401,2-No,2-No,12.19
SUNSET PARK ELEMENTARY,Florida,FLORIDA,120144005034,WINDERMERE,FL ,34786,2-No,2-No,16.22
SUNSET PARK ELEMENTARY SCHOOL,Florida,FLORIDA,120039000524,MIAMI,FL ,33173,2-No,2-No,14.79
SUNSET PARK ELEMENTARY SCHOOL,Colorado,COLORADO,080612001065,PUEBLO,CO ,81005,2-No,2-No,20.74
SUNSET PARK HIGH SCHOOL,New York,NEW YORK,360009206111,BROOKLYN,NY ,11232,1-Yes,1-Yes,11.72
SUNSET PARK PREP,New York,NEW YORK,360009205706,BROOKLYN,NY ,11232,2-No,2-No,11.53
SUNSET PRIMARY,Washington,WASHINGTON,530918001551,UNIVERSITY PLACE,WA ,98466,2-No,2-No,15.70
SUNSET PRIMARY SCHOOL,Oregon,OREGON,411317000055,West Linn,OR ,97068,2-No,2-No,19.15
SUNSET RANCH ELEMENTARY,California,CALIFORNIA,060001312558,Rocklin,CA ,95765,2-No,2-No,25.98
SUNSET RIDGE ELEM SCHOOL,Illinois,ILLINOIS,173840003918,Northfield,IL ,60093,2-No,2-No,8.51
SUNSET RIDGE ELEMENTARY,Wisconsin,WISCONSIN,550951000755,Middleton,WI ,53562,2-No,2-No,14.15
SUNSET RIDGE ELEMENTARY,California,CALIFORNIA,062046002471,Pacifica,CA ,94044,2-No,2-No,23.48
SUNSET RIDGE ELEMENTARY,Kansas,KANSAS,201200001400,Overland Park,KS ,66221,2-No,2-No,14.91
SUNSET RIDGE ELEMENTARY SCHOOL,Arizona,ARIZONA,040621002385,Glendale,AZ ,85305,2-No,2-No,21.97
SUNSET RIDGE MIDDLE,Utah,UTAH,490042001103,WEST JORDAN,UT ,84081,2-No,2-No,25.49
SUNSET RIDGE MIDDLE SCHOOL,Connecticut,CONNECTICUT,090126001275,East Hartford,CT ,06118,2-No,2-No,12.69
SUNSET RIDGE PK-8,Colorado,COLORADO,080723001248,WESTMINSTER,CO ,80030,2-No,2-No,18.27
SUNSET RIDGE SCHOOL,Arizona,ARIZONA,040775003099,Phoenix,AZ ,85086,2-No,2-No,17.87
